,,,,"Biblio info",,,,"Selectivity info",,,,,,,,,,,,,"Odds ratio",,"Log odds ratio",,"Raw numbers",,,,"Percent Extinction",,,"Multivariate Logistic Regression",,,,"Proportions",,,"Nonparametric Tests",,,,,,,,,"Computing d in designs with indpt groups",,,,,,,,,,,,,,,"Computing d in designs with paired groups",,,,,,,,,,,,,,,"Computing d in designs with indpt groups using ANCOVA",,,,,,,,,,,,,,,,,,,,,,,"Computing r w/ indpt grps",,,,,,,,,,"Extinction Rates",,,,,,"Chi Square",,,,,,,"Extinction Rate",,,,,"GLM",,,,,"Mean Species Duration/Longevity",,,,,"Additional Stats",,,,,
377,"Payne 2011 LGA",15,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Geographic Range","Geographic Range",,"Sinemurian","Sinemurian","Early Jurassic","Sinemurian",,,,,,,,,,,,,,41,6,14.67,207.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,"Payne 2011 LGA",16,"EO","Payne, Jonathan L., Truebe, Sarah, Nutzel, Alexander, and Chang, Ellen T.,2011, Local and global abundance associated with extinction risk in late Paleozoic and early Mesozoic gastropods: Paleobiology, v. 37, p. 616-632.","Payne et al. 2011",2011,"PR","Mollusca","Gastropod","gastropod","genera","Geographic Range","Geographic Range",,"Pliensbachian","Pliensbachian","Early Jurassic","Pliensbachian",,,,,,,,,,,,,,67,21,0.44,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"negative value = preferential survival of rarer taxa; positive value= preferntial survival of abundant taxa",,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,"Lockwood 2003 ANL",1,"EO","Lockwood, Rowan, Abundance not linked to survival across the end-Cretaceous mass extinction: patterns in North American bivalves: PNAS, v. 100, p. 2478-2482.","Lockwood 2003",2003,"PR","Mollusca","Bivalve","bivalve","subgenera","Abundance","Raw Abundance",,"Maastrichtian","Maastrichtian","K/T","K/T","Atlantic Coastal Plain",,,,,,,,,,,,,,,,,,,,"t-test",121,,,,,-1.19,119,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,"Harnik 2011 DIE",1,"EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Abundance","Relative Abundance",,"Danian","Calabrian","Cenozoic","Cenozoic","estern U.S.","Pbdb; museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,"Harnik 2011 DIE",,"EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range",,,"Danian","Calabrian","Cenozoic","Cenozoic","estern U.S.","Pbdb; museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,"Harnik 2011 DIE",,"EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Body Size","Geometric Mean",,"Danian","Calabrian","Cenozoic","Cenozoic","estern U.S.","Pbdb; museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,"Knoll et al. 1996",1,"EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","Infaunal","Changhsingian","Changhsingian",,,,,,,,,2,20,15,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,"Knoll et al. 1996",1,"EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","Infaunal","Changhsingian","Changhsingian",,,,,,,,,5,19,53,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,"Knoll et al. 1996",1,"EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","Infaunal","Changhsingian","Changhsingian",,,,,,,,,8,12,44,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,"Knoll et al. 1996",1,"EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","Infaunal","Changhsingian","Changhsingian",,,,,,,,,2,11,31,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,"Knoll et al. 1996",1,"EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifaunal","Epifaunal","Changhsingian","Changhsingian",,,,,,,,,13,73,15,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,"Knoll et al. 1996",1,"EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifaunal","Epifaunal","Changhsingian","Changhsingian",,,,,,,,,48,41,53,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,"Knoll et al. 1996",1,"EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifaunal","Epifaunal","Changhsingian","Changhsingian",,,,,,,,,16,32,44,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,"Knoll et al. 1996",1,"EO","Knoll, Andrew H., ","Knoll et al. 1996",1996,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifaunal","Epifaunal","Changhsingian","Changhsingian",,,,,,,,,16,20,31,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,"Lockwood 2005 Paleobiology",1,"EO","Lockwood, Rowan, 2005, Body size, extincttion events, and the early Cenozoic record of veneroid bivalves: a new role for recoveries?: Paleobiology, v. 31, p., 578-590.","Lockwood 2005",2005,"PR","Bivalvia","Bivalve","Veneroid","subgenera","Body Size","Veneroid Size",,"Maastrichtian","Maastrichtian","K/T","K/T","North America and Europe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"parametric","t",101,0.73,0.35,
392,"Lockwood 2005 Paleobiology",2,"EO","Lockwood, Rowan, 2005, Body size, extincttion events, and the early Cenozoic record of veneroid bivalves: a new role for recoveries?: Paleobiology, v. 31, p., 578-590.","Lockwood 2005",2005,"PR","Bivalvia","Bivalve","Veneroid","subgenera","Body Size","Veneroid Size",,"Lutetian","Bartonian","Ecocene","mid-Eocene","North America and Europe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"parametric","t",101,0.51,-0.66,
393,"Lockwood 2005 Paleobiology",3,"EO","Lockwood, Rowan, 2005, Body size, extincttion events, and the early Cenozoic record of veneroid bivalves: a new role for recoveries?: Paleobiology, v. 31, p., 578-590.","Lockwood 2005",2005,"PR","Bivalvia","Bivalve","Veneroid","subgenera","Body Size","Veneroid Size",,"Priabonian","Priabonian","E/O","E/O","North America and Europe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"parametric","t",101,0.29,-1.08,
394,"Kolbe 2011 Paleobiology","1a","EO","Kolbe, Sarah, Lockwood, Rowan, and Hunt, Gene, 2011, Does morphological variation buffer against extinction? A test using veneroid bivalves from the Plio-Pleistocene of Florida: Paleobiology, v. 37, p. 355-368.","Kolbe et al. 2011",2011,"PR","Mollusca","Bivalve","Veneroid","Species","Morphological Variation",,,"Piacenzian","Gelasian","Pliocene-Pleistocene","Plio-Pleistocene",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"non-parametric","Wilcoxon signed rank test",14,0.04,86,
395,"Kolbe 2011 Paleobiology","1b","EO","Kolbe, Sarah, Lockwood, Rowan, and Hunt, Gene, 2011, Does morphological variation buffer against extinction? A test using veneroid bivalves from the Plio-Pleistocene of Florida: Paleobiology, v. 37, p. 355-368.","Kolbe et al. 2011",2011,"PR","Mollusca","Bivalve","Veneroid","Species","Morphological Variation",,,"Piacenzian","Gelasian","Pliocene-Pleistocene","Plio-Pleistocene",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"?","binomial ",14,0.01,,
396,"Hansen et al. 1998",,"EO","Hansen, ","Hansen et al. 1998",1998,"PR","Mollusca","Bivalve","bivalve",,"Life Habit","Infaunal","Infaunal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,"Hansen et al. 1993a",1,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","DF-IB deposit feeder infaunal burrower","Infaunal","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,9,2,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,"Hansen et al. 1993a",2,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","SF-SI Infaunal burrower","Infaunal","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,20,6,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"Hansen et al. 1993a",3,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","CB-IB","Infaunal","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,4,0,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,"Hansen et al. 1993a",4,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","CS-IB carnivore infaunal burrower","Infaunal","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,4,0,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,"Hansen et al. 1993a",5,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","CS-N Infaunal burrower ?","Infaunal","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,5,0,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,"Hansen et al. 1993a",6,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","CS-EM canivore epifaunal mobile","Epifaunal","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,5,0,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,"Hansen et al. 1993a",7,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","SF-ESepifaunal sessile suspesion feeder","Epifaunal","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,7,3,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,"Hansen et al. 1993a",8,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","epifaunal sessile mobile","Epifaunal","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,10,4,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,"Hansen et al. 1993a",9,"EO","Hansen, Thor, Upshaw, Banks, Kauffman, Erle, and Guse, Wulf, Patterns of molluscan extinction and recovery across the Cretaceous-Tertiary boundary in east Texas; report on new outcrops: Cretaceous Research, v. 14, p. 685-706.","Hansen et al. 1993a",1993,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","SF-NSI","SF-NSI","Maastrichtian","Maastrichtian","K/T","K/T","Brozos River, Texas",,,,,,12,3,76,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,"Kiessling 2007JoBiogeo",1,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Narrow-Distributed","Narrow","Anisian","Anisian",242.54,242.54,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,"Kiessling 2007JoBiogeo",2,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Narrow-Distributed","Narrow","Ladinian","Ladinian",234.18,234.18,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,"Kiessling 2007JoBiogeo",3,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Narrow-Distributed","Narrow","Carnian","Carnian",223.85,223.85,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,"Kiessling 2007JoBiogeo",4,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Narrow-Distributed","Narrow","Norian","Norian",211.56,211.56,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,"Kiessling 2007JoBiogeo",5,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Narrow-Distributed","Narrow","Norian","Norian",202.95,202.95,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,"Kiessling 2007JoBiogeo",6,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Narrow-Distributed","Narrow","Hettangian","Hettangian",199.51,199.51,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,"Kiessling 2007JoBiogeo",7,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Narrow-Distributed","Narrow","Sinemurian","Sinemurian",194.59,194.59,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,"Kiessling 2007JoBiogeo",8,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Narrow-Distributed","Narrow","Pliensbachian","Pliensbachian",187.21,187.21,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,"Kiessling 2007JoBiogeo",9,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Narrow-Distributed","Narrow","Toarcian","Toarcian",180.08,180.08,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,"Kiessling 2007JoBiogeo",10,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Narrow-Distributed","Narrow","Aalenian","Aalenian",174.43,174.43,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,"Kiessling 2007JoBiogeo",11,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Narrow-Distributed","Narrow","Bajocian","Bajocian",170.49,170.49,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,"Kiessling 2007JoBiogeo",12,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Narrow-Distributed","Narrow","Bathonian","Bathonian",166.31,166.31,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,"Kiessling 2007JoBiogeo",13,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Narrow-Distributed","Narrow","Callovian","Callovian",163.85,163.85,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,"Kiessling 2007JoBiogeo",14,"EO","Kiessling, Aberhan and Aberhan, Martin, 2007, Geographical distribution and extinction risk: lessons from Triassic-Jurassic marine benthic organisms: Journal of Biogeogrpahy, v. 34, p. 1473-1489.","Kiessling and Aberhan 2007",2007,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Narrow-Distributed","Narrow","Oxfordian","Oxfordian",158.69,158.69,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
