,,,,"Biblio info",,,,"Selectivity info",,,,,,,,,,,,,"Odds ratio",,"Log odds ratio",,"Raw numbers",,,,"Percent Extinction",,,"Multivariate Logistic Regression",,,,"Proportions",,,"Nonparametric Tests",,,,,,,,,"Computing d in designs with indpt groups",,,,,,,,,,,,,,,"Computing d in designs with paired groups",,,,,,,,,,,,,,,"Computing d in designs with indpt groups using ANCOVA",,,,,,,,,,,,,,,,,,,,,,,"Computing r w/ indpt grps",,,,,,,,,,"Extinction Rates",,,,,,"Chi Square",,,,,,,"Extinction Rate",,,,,"GLM",,,,,"Mean Species Duration/Longevity",,,,,"Additional Stats",,,,,
288,"Stanley 1986 ARM",5,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Endobyssate (En)","Endobyssate (En)","Zanclean","Recent","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,18,0,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,"Stanley 1986 ARM",6,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epibyssate (EpB)","Epifuanal ","Zanclean","Recent","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,30,7,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,"Stanley 1986 ARM",7,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifaunal cemented (EpC)","Epifaunal","Zanclean","Recent","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,13,1,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"Stanley 1986 ARM",8,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifaunal freeliving (EpF)","Epifaunal","Zanclean","Recent","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,17,2,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,"Stanley 1986 ARM",9,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Nestling (Ne)","Nestling (Ne)","Zanclean","Recent","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,0,1,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,"Heinburg 1999 LDB",1,"EO","Heinberg, C. 1999. Lower Danian bivalves, Stevns Klint, Denmark: continuity across the K/T boudary.  Palaeogeography, Palaeoclimatology, Palaeoecology. 87-106.","Heinberg 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Epifaunal","Epifaunal","Maastrichtian","Maastrichtian","K/T","K/T","Stevns Klint, Denmark",,,,,,37,6,74,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,"Heinburg 1999 LDB",2,"EO","Heinberg, C. 1999. Lower Danian bivalves, Stevns Klint, Denmark: continuity across the K/T boudary.  Palaeogeography, Palaeoclimatology, Palaeoecology. 87-106.","Heinberg 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Semi-infaunal","Infaunal","Maastrichtian","Maastrichtian","K/T","K/T","Stevns Klint, Denmark",,,,,,6,3,74,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"data provided in table embedded in paper; saved as ""Heinberg 1999""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,"Heinburg 1999  LBD",3,"EO","Heinberg, C. 1999. Lower Danian bivalves, Stevns Klint, Denmark: continuity across the K/T boudary.  Palaeogeography, Palaeoclimatology, Palaeoecology. 87-106.","Heinberg 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Infaunal","Infaunal","Maastrichtian","Maastrichtian","K/T","K/T","Stevns Klint, Denmark",,,,,,31,16,74,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,"Hautmann 2008 ERP",1,"EO","Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.","Hautmann et al. 2008",2008,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifuanal ","Rhaetian","Rhaetian","End Triassic","End Triassic","Tibet",,,,,,3,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,"Hautmann 2008 ERP",2,"EO","Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.","Hautmann et al. 2008",2008,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal ","Rhaetian","Rhaetian","End Triassic","End Triassic","Tibet",,,,,,3,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,"Hautmann 2008 ERP",3,"EO","Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.","Hautmann et al. 2008",2008,"PR","Mollusca","Bivalve","bivalve","species","Shell Mineralogy","Shell Mineralogy","Completely aragonitic shell","Rhaetian","Rhaetian","End Triassic","End Triassic","Tibet",,,,,,5,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,"Hautmann 2008 ERP",4,"EO","Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.","Hautmann et al. 2008",2008,"PR","Mollusca","Bivalve","bivalve","species","Shell Mineralogy","Shell Mineralogy","Calcitic outer layer","Rhaetian","Rhaetian","End Triassic","End Triassic","Tibet",,,,,,1,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,"Hautmann 2008 ERP",1,"EO","Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.","Hautmann et al. 2008",2008,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit/ Shell Mineralogy","Epifaunal competely aragonitic","Rhaetian","Rhaetian","End Triassic","End Triassic","Tibet",,,,,,2,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,"Hautmann 2008 ERP",2,"EO","Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.","Hautmann et al. 2008",2008,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit/ Shell Mineralogy","Epifaunal calcitic outer layer","Rhaetian","Rhaetian","End Triassic","End Triassic","Tibet",,,,,,1,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,"Hansen 1999 ECR",1,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Shell Thickness","Shell Thickness","Thickness","Maastrichtian","Maastrichtian","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)","NA",135,,,,,,,,,,,,,,,,,,,,,,,,,,
308,"Hansen 1999 ECR",2,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Ornament","Maastrichtian","Maastrichtian","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",5.86,135,,">0.05",,,,,,,,,,,,,,,,,,,,,,,,
309,"Hansen 1999 ECR",3,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Crenulated margin","Maastrichtian","Maastrichtian","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",2.25,135,,">0.05",,,,,,,,,,,,,,,,,,,,,,,,
310,"Hansen 1999 ECR",4,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Valve overlap","Maastrichtian","Maastrichtian","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",2.73,135,,">0.05",,,,,,,,,,,,,,,,,,,,,,,,
311,"Hansen 1999 ECR",1,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Shell Thickness","Shell Thickness","Thickness","Maastrichtian","Maastrichtian","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)","NA",135,,,,,,,,,,,,,,,,,,,,,,,,,,
312,"Hansen 1999 ECR",2,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Ornament","Maastrichtian","Maastrichtian","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",7.29,135,,">0.05",,,,,,,,,,,,,,,,,,,,,,,,
313,"Hansen 1999 ECR",3,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Body Size","Body Size","Narrow Aperture","Maastrichtian","Maastrichtian","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",1.63,135,,">0.05",,,,,,,,,,,,,,,,,,,,,,,,
314,"Hansen 1999 ECR",4,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Thick lip","Maastrichtian","Maastrichtian","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.28,135,,">0.05",,,,,,,,,,,,,,,,,,,,,,,,
315,"Hansen 1999 ECR",5,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Apertural teeth","Maastrichtian","Maastrichtian","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.49,135,,">0.05",,,,,,,,,,,,,,,,,,,,,,,,
316,"Hansen 1999 ECR",6,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Umbilicus","Maastrichtian","Maastrichtian","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",1.35,135,,">0.05",,,,,,,,,,,,,,,,,,,,,,,,
317,"Hansen 1999 ECR",1,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Shell Thickness","Shell Thickness","Thickness","Priabonian","Priabonian","E/O","E/O","Maryland/ supplemented with Mississippi museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)","NA",92,,,,,,,,,,,,,,,,,,,,,,,,,,
318,"Hansen 1999 ECR",2,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Ornament","Priabonian","Priabonian","E/O","E/O","Maryland/ supplemented with Mississippi museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.82,92,,">0.05",,,,,,,,,,,,,,,,,,,,,,,,
319,"Hansen 1999 ECR",3,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Crenulated margin","Priabonian","Priabonian","E/O","E/O","Maryland/ supplemented with Mississippi museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.08,92,,">0.05",,,,,,,,,,,,,,,,,,,,,,,,
320,"Hansen 1999 ECR",4,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Valve overlap","Priabonian","Priabonian","E/O","E/O","Maryland/ supplemented with Mississippi museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",0.54,92,,">0.05",,,,,,,,,,,,,,,,,,,,,,,,
321,"Hansen 1999 ECR",1,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Shell Thickness","Shell Thickness","Thickness","Priabonian","Priabonian","E/O","E/O","Maryland/ supplemented with Mississippi museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)","NA",92,,,,,,,,,,,,,,,,,,,,,,,,,,
322,"Hansen 1999 ECR",2,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Gastropod","gastropod","species","Escalation","Escalation","Ornament","Priabonian","Priabonian","E/O","E/O","Maryland/ supplemented with Mississippi museum collections",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",7.19,92,,">0.05",,,,,,,,,,,,,,,,,,,,,,,,
