,,,,"Biblio info",,,,"Selectivity info",,,,,,,,,,,,,"Odds ratio",,"Log odds ratio",,"Raw numbers",,,,"Percent Extinction",,,"Multivariate Logistic Regression",,,,"Proportions",,,"Nonparametric Tests",,,,,,,,,"Computing d in designs with indpt groups",,,,,,,,,,,,,,,"Computing d in designs with paired groups",,,,,,,,,,,,,,,"Computing d in designs with indpt groups using ANCOVA",,,,,,,,,,,,,,,,,,,,,,,"Computing r w/ indpt grps",,,,,,,,,"Extinction info",,,,,,,,,"Chi Square",,,,,,,"Extinction Rate",,,,,"GLM",,,,,"Mean Species Duration/Longevity",,,,,"Additional Stats",,,,,
271,"Hansen 1978 LDS",2,"EO","Hansen, Thor A. 1978. Larval dispersal and species longevity in lower tertiary gastropods. Science v. 199:885-887.","Hansen 1978",1978,"PR","Mollusca","Gastropod","Volutidae","species","Larval Type","Larval Type","Planktotroph","Danian","Priabonian","Paleocene-Eocene","Paleocene-Eocene","North American Gulf Coast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mann-Whitney U (two-tailed for large samples)",13,"4.4 my",,0.01,,,,,,
272,"Stanley 1986 PSE",1,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Abundance","Abundance","Rare","Zanclean","Recent","Pliocene-Recent","Early Pliocene-Modern","Italy",,,,,,16,6,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,"Stanley 1986 PSE",2,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Abundance","Abundance","Common","Zanclean","Recent","Pliocene-Recent","Early Pliocene-Modern","Italy",,,,,,9,19,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"Stanley 1986 PSE",1,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Burrowing protobranch (BuP)","Piacenzian","Recent","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,3,19,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,"Stanley 1986 PSE",2,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal byssate (EpB)","Piacenzian","Recent","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,15,21,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,"Stanley 1986 PSE",3,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal freeliving (EpF)","Piacenzian","Recent","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,17,3,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"Stanley 1986 PSE",4,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal cemented (EpC)","Piacenzian","Recent","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,3,5,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"Stanley 1986 PSE",5,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Endobyssate (En)","Piacenzian","Recent","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,0,15,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,"Stanley 1986 PSE",6,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Burrowing nonsiphonate (BuN)","Piacenzian","Recent","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,14,10,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"Stanley 1986 PSE",7,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Burrowing siphonate (BuS)","Piacenzian","Recent","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,18,98,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"Stanley 1986 PSE",8,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Boring siphonate (BoS)","Piacenzian","Recent","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,0,4,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"Stanley 1986 PSE",1,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Larval Type","Larval Type","Non-planktotrophic","Piacenzian","Recent","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,15,55,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,"Stanley 1986 PSE",2,"EO","Stanley, Steven M. 1986. Population size, extinction, and speciation: the fission effect in neogene bivalvia. Paleobiology 12:89-110.","Stanley 1986b",1986,"PR","Mollusca","Bivalve","bivalve","species","Larval Type","Larval Type","Planktotroph","Piacenzian","Recent","Pliocene-Recent","Late Pliocene (2mya) -Modern","California and Japan",,,,,,55,120,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Table 1 also provides data on body size and geogrpahic range that is difficult to extract",,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"Stanley 1986 ARM",1,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Boring siphonate (BoS)","Zanclean","Recent","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,12,2,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Mz",,,,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"Stanley 1986 ARM",2,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Burrowing nonsiphonate (BuN)","Zanclean","Recent","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,50,9,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"Stanley 1986 ARM",3,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Burrowing protobranch (BuP)","Zanclean","Recent","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,7,4,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,"Stanley 1986 ARM",4,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Burrowing siphonate (BuS)","Zanclean","Recent","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,138,51,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,"Stanley 1986 ARM",5,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Endobyssate (En)","Zanclean","Recent","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,18,0,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,"Stanley 1986 ARM",6,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epibyssate (EpB)","Zanclean","Recent","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,30,7,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,"Stanley 1986 ARM",7,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal cemented (EpC)","Zanclean","Recent","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,13,1,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"Stanley 1986 ARM",8,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal freeliving (EpF)","Zanclean","Recent","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,17,2,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,"Stanley 1986 ARM",9,"EO","Steven M. Stanley. 1986. Anatomy of a regional mass extinction: plio-pleistocene decimation of the western atlantic bivalve fauna. Palaios 1:17-36.","Stanley 1986a",1986,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Nestling (Ne)","Zanclean","Recent","Pliocene-Recent","Early Pliocene-Recent","Western Atlantic",,,,,,0,1,282,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R","Cz",,,,,,,"period of cooling resulted in regional mass extinction; formations: Pinecrest sands; Jackson Bluff Fm.; Duplin Fm.;Yorktown Fm.;Caloosahatchee Fm.;Croatan Fm.; Waccamaw Fm;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,"Heinburg 1999 LDB",1,"EO","Heinberg, C. 1999. Lower Danian bivalves, Stevns Klint, Denmark: continuity across the K/T boudary.  Palaeogeography, Palaeoclimatology, Palaeoecology. 87-106.","Heinberg 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifaunal","Maastrichtian","Maastrichtian","K/T","K/T","Stevns Klint, Denmark",,,,,,37,6,74,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,"Heinburg 1999 LDB",2,"EO","Heinberg, C. 1999. Lower Danian bivalves, Stevns Klint, Denmark: continuity across the K/T boudary.  Palaeogeography, Palaeoclimatology, Palaeoecology. 87-106.","Heinberg 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Semi-infaunal","Maastrichtian","Maastrichtian","K/T","K/T","Stevns Klint, Denmark",,,,,,6,3,74,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"data provided in table embedded in paper; saved as ""Heinberg 1999""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,"Heinburg 1999  LBD",3,"EO","Heinberg, C. 1999. Lower Danian bivalves, Stevns Klint, Denmark: continuity across the K/T boudary.  Palaeogeography, Palaeoclimatology, Palaeoecology. 87-106.","Heinberg 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal","Maastrichtian","Maastrichtian","K/T","K/T","Stevns Klint, Denmark",,,,,,31,16,74,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,"Hautmann 2008 ERP",1,"EO","Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.","Hautmann et al. 2008",2008,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Epifuanal ","Rhaetian","Rhaetian","End Triassic","End Triassic","Tibet",,,,,,3,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,"Hautmann 2008 ERP",2,"EO","Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.","Hautmann et al. 2008",2008,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit","Infaunal ","Rhaetian","Rhaetian","End Triassic","End Triassic","Tibet",,,,,,3,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,"Hautmann 2008 ERP",3,"EO","Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.","Hautmann et al. 2008",2008,"PR","Mollusca","Bivalve","bivalve","species","Shell Mineralogy","Shell Mineralogy","Completely aragonitic shell","Rhaetian","Rhaetian","End Triassic","End Triassic","Tibet",,,,,,5,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,"Hautmann 2008 ERP",4,"EO","Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.","Hautmann et al. 2008",2008,"PR","Mollusca","Bivalve","bivalve","species","Shell Mineralogy","Shell Mineralogy","Calcitic outer layer","Rhaetian","Rhaetian","End Triassic","End Triassic","Tibet",,,,,,1,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,"Hautmann 2008 ERP",1,"EO","Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.","Hautmann et al. 2008",2008,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit/ Shell Mineralogy","Epifaunal competely aragonitic","Rhaetian","Rhaetian","End Triassic","End Triassic","Tibet",,,,,,2,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,"Hautmann 2008 ERP",2,"EO","Hautmann, M., F. Stiller, Cai Huawei, and Sha Jingeng. 2008. Extinction-recovery pattern of level-bottom faunas across the triassic-jurassic boundary in Tibet: implications for potential killing mechanisms. PALAIOS 23: 711-718.","Hautmann et al. 2008",2008,"PR","Mollusca","Bivalve","bivalve","species","Life Habit","Life Habit/ Shell Mineralogy","Epifaunal calcitic outer layer","Rhaetian","Rhaetian","End Triassic","End Triassic","Tibet",,,,,,1,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper included a larger dataset but I've only included the analysis they ran (which was only from one formation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,"Hansen 1999 ECR",1,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Shell Thickness","Shell Thickness","Thickness","Maastrichtian","Maastrichtian","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)","NA",135,,,,,,,,,,,,,,,,,,,,,,,,,,
308,"Hansen 1999 ECR",2,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Ornament","Maastrichtian","Maastrichtian","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",5.86,135,,">0.05",,,,,,,,,,,,,,,,,,,,,,,,
309,"Hansen 1999 ECR",3,"EO","Hansen, Thor A., Patricia H. Kelley, Vicky D. Melland, and Scott E. Graham. 1999. Effect of climate-related mass extinctions on escalation in molluscs. Geology 27:1139-1142.","Hansen et al. 1999",1999,"PR","Mollusca","Bivalve","bivalve","species","Escalation","Escalation","Crenulated margin","Maastrichtian","Maastrichtian","K/T","K/T","Ripley Formation (Alabama)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper used a Mann-Whitney U test for tests of significance (0.05 alpha w/ Bonferroni adjustments applied for the number of simultaneous stat comparasons) for relative shell thickness and chi-square for all other considerations; only one test was significant: gastopods at the Plio-Pleistocene (B K/T:0.44; G K/T: 0.36; B EO 0.60; G EO: 0.79; B MM: 0.66; G MM: 0.18; B PP: 0.29; G PP: 0.99)",2.25,135,,">0.05",,,,,,,,,,,,,,,,,,,,,,,,
